api,family,method,dtype,layout,args,numpy_status,numpy_shape,numpy_dtype,numpy_error,numpy_message,numpy_mutated,charex_status,charex_shape,charex_dtype,charex_error,charex_message,charex_mutated,same_outcome,values_match
strings,property,isdecimal,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdecimal,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdecimal,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdecimal,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdecimal,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdecimal,T-na-string,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T-na-string,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T-na-string,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T-na-string,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T-na-string,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T-na-string,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdecimal,T-na-string,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdecimal,T-na-string,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdecimal,T-na-string,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T-na-nan,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdecimal,T-na-nan,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T-na-nan,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T-na-nan,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T-na-nan,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdecimal,T-na-nan,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdecimal,T-na-nan,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdecimal,T-na-nan,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdecimal,T-na-nan,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdecimal,T-na-nan,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
char,property,isdigit,S,python-scalar,bytes:b'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdigit,S,python-scalar,bytes:b'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isdigit,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdigit,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isdigit,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isdigit,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isdigit,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdigit,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,property,isdigit,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
char,property,isdigit,U,python-scalar,str:'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdigit,U,python-scalar,str:'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isdigit,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdigit,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isdigit,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isdigit,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isdigit,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdigit,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,property,isdigit,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isdigit,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdigit,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdigit,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdigit,T-na-string,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T-na-string,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T-na-string,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T-na-string,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T-na-string,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T-na-string,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdigit,T-na-string,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,T-na-string,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,T-na-string,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T-na-nan,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isdigit,T-na-nan,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T-na-nan,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T-na-nan,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T-na-nan,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isdigit,T-na-nan,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isdigit,T-na-nan,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isdigit,T-na-nan,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,T-na-nan,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isdigit,T-na-nan,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
char,property,islower,S,python-scalar,bytes:b'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,islower,S,python-scalar,bytes:b'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,islower,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,islower,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,islower,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,islower,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,islower,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,islower,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,property,islower,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
char,property,islower,U,python-scalar,str:'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,islower,U,python-scalar,str:'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,islower,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,islower,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,islower,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,islower,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,islower,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,islower,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,property,islower,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,islower,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
